,Baetis fuscatus,Limnodrilus gotoi,Hydropsyche kozhantschikovi,Teloganopsis punctisetae,Ephemera orientalis,pH,Conductivity,DO,BOD,COD,SS,TN,TP
observation5829,1,1,0,0,1,6.914285714,263,10.27142857,0.728571429,3.471428571,2.7,2.817142857,0.059714286
observation5830,1,0,1,1,0,7.266666667,178.1666667,8.95,1.066666667,5.183333333,3.516666667,1.612,0.126833333
observation5831,1,1,1,1,0,7.066666667,172.8333333,10.21666667,0.583333333,4.233333333,2.25,1.462166667,0.057333333
observation5832,1,1,1,1,1,7.328571429,144.2857143,11.65714286,1.214285714,4.971428571,4.142857143,1.670428571,0.058
observation5833,1,1,1,1,1,7.128571429,152.2857143,10.61428571,0.628571429,3.014285714,2.842857143,2.007285714,0.052428571
observation5834,1,0,1,1,0,7.766666667,176.8888889,11.03333333,2,4.688888889,11.02222222,2.185777778,0.063
observation5835,1,1,1,1,1,8.088888889,176.8888889,11.57777778,0.988888889,3.322222222,3.066666667,1.698111111,0.038777778
observation5836,1,0,1,1,1,8.185714286,170.8571429,11.32857143,2.514285714,5.557142857,12.78571429,1.557571429,0.065
observation5837,1,1,0,0,0,7.5,128.5,10.6625,0.9875,3.8875,5.45,1.77125,0.035125
observation5838,1,0,1,1,1,7.8625,172.375,10.95,1.925,4.85,12.2,1.75425,0.03675
observation5839,1,0,1,1,0,8.025,160.375,11.1875,1.35,3.575,6.7125,1.77675,0.057125
observation5840,1,0,0,0,0,8.225,205.625,11.0375,3.15,5.9375,15.7,1.674,0.0645
observation5841,1,0,0,0,0,7.725,159.375,10.375,1.1125,3.6375,5.7625,1.67375,0.066
observation5842,1,0,1,1,0,7.771428571,192.4285714,11.24285714,2.428571429,5.157142857,11.61428571,1.572571429,0.058571429
observation5843,1,0,1,1,0,7.775,208.625,10.9875,1.275,4.2875,6.2625,1.13575,0.077
observation5844,1,0,1,1,0,7.425,175.5,10.2875,1.8125,5.85,13.85,2.024125,0.07625
observation5845,1,0,1,0,1,7.528571429,191.4285714,10.08571429,1.028571429,4,4.885714286,1.516142857,0.060285714
observation5846,0,1,0,0,0,7.916666667,211.1666667,11.75,1.933333333,5.766666667,7.916666667,1.473333333,0.044833333
observation5847,0,1,0,0,0,7.316666667,231.1666667,11.53333333,0.633333333,3.683333333,2.916666667,1.602166667,0.045833333
observation5848,0,1,0,0,0,7.1125,196.25,10.475,1.3625,5.575,8.175,2.108875,0.055625
observation5849,1,0,0,0,0,7.842857143,187.7142857,10.7,1.257142857,3.685714286,2.9,1.962285714,0.049428571
observation5850,1,1,0,0,0,7.95,208.3333333,11.33333333,2.65,6.75,11.71666667,1.455666667,0.085166667
observation5851,0,1,0,0,0,7.285714286,194.8571429,12.1,0.8,3.428571429,3.414285714,1.846428571,0.045285714
observation5852,1,1,1,1,0,8.425,201.25,11.0625,1.7125,6.2625,7.4125,1.500125,0.0425
observation5853,0,1,0,0,0,8.214285714,206.2857143,10.6,0.642857143,3.485714286,6.671428571,1.981571429,0.046857143
observation5854,1,1,1,1,0,8.125,217,10.55,1.825,5.45,17.7625,1.70425,0.0685
observation5855,1,0,1,1,1,8,208.6666667,10.33333333,1.2,3.433333333,8.35,1.855,0.083666667
observation5856,1,1,1,1,1,8.05,108.125,9.725,1.4,4.15,10.5625,2.69875,0.051125
observation5857,1,0,1,1,0,7.625,148.875,8.425,2.075,3.5375,4.2375,1.6475,0.04
observation5858,1,0,1,1,0,8.375,125.375,9.0125,2.075,4.3625,11.625,1.93875,0.02
observation5859,0,0,0,0,0,7.975,110.125,9.5,2.3625,4.2,2.3,1.664875,0.036625
observation5860,0,1,0,1,1,8.1,129.125,9.3875,1.3125,4.1375,7.025,1.7135,0.036875
observation5861,1,0,1,0,1,8.3125,148.25,8.475,1.1,4.3125,10.725,1.511,0.066
observation5862,0,1,0,0,1,7.9875,131.25,10.2,2.075,4.5625,6.925,1.94125,0.043375
observation5863,1,1,0,0,1,6.925,139.125,8.975,1.1625,3.3125,3.6875,1.464,0.041375
observation5864,0,1,1,1,0,7.625,169.5,10.15,1.925,4.375,6.3875,1.798,0.05
observation5865,0,0,0,0,1,8.3375,205.625,9.0125,1.125,3.6,2.475,0.638625,0.03825
observation5866,0,1,0,0,0,8.15,151.25,9.3375,1.075,4.075,4.025,1.7265,0.0165
observation5867,0,1,0,0,0,7.9875,155,9.2875,0.75,3.925,2.55,1.163625,0.016875
observation5868,0,1,0,0,0,8.4125,165.75,9.725,1.425,4.5375,2.775,1.597625,0.041375
observation5869,0,1,0,0,0,8.55,178.5,8.8375,0.5875,3.65,2.1375,1.206125,0.0335
observation5870,1,1,0,0,0,8.6875,183.375,9.2375,0.6125,4.875,4.8125,2.141375,0.03925
observation5871,1,1,0,0,1,8.1125,150,9.1375,0.925,4.325,2.8625,1.55875,0.031
observation5872,1,0,1,0,0,8.3625,158.625,9.2375,0.925,4.6875,4.55,1.327875,0.0185
observation5873,0,1,0,0,0,8.1375,150.375,8.6,0.7875,3.8,4.5375,1.59475,0.028
observation5874,1,1,0,0,0,7.5,150,9.2,0.9625,2.9125,6.0125,1.61125,0.01175
observation5875,0,1,0,0,0,7.9375,134.25,8.8125,0.5625,4.0875,19.025,1.6485,0.039375
observation5876,1,1,0,0,1,8.0875,137.125,9.5375,1.2125,4.475,9.1875,1.834625,0.02025
observation5877,0,1,0,0,1,8.5125,154,8.625,0.7375,3.75,3.225,1.455625,0.047
observation5878,1,1,0,0,0,7.644444444,168.4444444,10.16666667,2.344444444,5.1,12.15555556,2.381,0.068333333
observation5879,1,1,1,1,0,7.677777778,187.8888889,10.28888889,1.188888889,3.477777778,3.366666667,1.437111111,0.034888889
observation5880,1,1,0,0,0,7.471428571,158.4285714,9.614285714,2.828571429,5.357142857,14.94285714,1.852,0.054
observation5881,1,0,0,0,0,7.0125,139.75,10.175,1.3375,4.2125,6.2375,1.77375,0.03925
observation5882,1,1,1,0,0,7.4125,158,10.475,2.225,5.225,11.7125,1.874375,0.03325
observation5883,1,0,1,1,0,7.4125,188.25,10.1,1.175,3.075,3.2375,1.440875,0.04225
observation5884,1,0,1,1,0,7.6875,201.125,9.5625,2.7,5.675,14.625,1.791875,0.06
observation5885,0,1,1,1,1,7.175,173.125,10.3,1.1375,3.9375,6.875,1.548,0.0645
observation5886,1,1,1,1,1,7.9,188.5714286,11.87142857,2.3,5.342857143,10.92857143,1.751857143,0.058
observation5887,0,0,0,0,0,7.325,195.5,10.7625,1.1125,4.4125,6.8875,1.007875,0.07625
observation5888,1,0,1,1,0,7,171.75,10.0125,1.85,5.8625,16.55,2.09575,0.076875
observation5889,1,0,0,1,0,7.328571429,172,10.21428571,1.114285714,4.085714286,6.028571429,1.542857143,0.056571429
observation5890,0,1,0,0,0,7.25,182.8333333,9.433333333,1.783333333,6.066666667,12.1,1.440666667,0.063666667
observation5891,0,1,0,0,0,7.257142857,176.8571429,11.42857143,0.728571429,3.457142857,3.185714286,1.582857143,0.032857143
observation5892,1,1,1,1,0,8.3,122,9.95,1.4,4.6,10.2,2.637,0.0385
observation5893,1,0,1,1,0,8.55,171,9.55,1.45,3.6,4.6,1.0575,0.029
observation5894,1,1,1,1,1,8.9,143,9.25,3.1,6,12.4,1.3485,0.017
observation5895,1,0,0,1,0,8.2,111.5,10,1.8,4.5,2.75,1.6725,0.036
observation5896,1,1,0,1,0,7.55,111.5,10.05,2,4.9,2.85,2.247,0.069
observation5897,1,1,1,1,1,8.2,140,9.35,1.1,4.7,5.15,1.3745,0.0995
observation5898,0,1,1,1,0,8.7,150,10.85,1.85,4.85,12.95,1.6205,0.046
observation5899,0,0,0,0,0,7.85,159.5,9.8,1.1,3.2,3.6,1.205,0.0465
observation5900,1,1,0,0,0,7.45,181.5,9.95,1.85,4.5,7.9,1.617,0.0455
observation5901,1,1,1,1,0,8.35,180.5,10,0.85,3.85,3.05,0.7465,0.044
observation5902,1,0,1,0,0,8.05,144,9.7,1.3,6.35,18.2,2.113,0.0735
observation5903,0,0,0,0,0,7.75,138.5,8.8,1.45,6,10.8,1.239,0.0475
observation5904,0,1,0,0,0,8.65,117,10.55,1.95,5.15,4.65,1.5045,0.039
observation5905,0,0,0,0,0,8.35,173.5,9.3,0.95,4.8,2.75,1.3785,0.0465
observation5906,1,1,1,1,0,8.1,177.5,8.75,0.65,5.7,4.05,1.792,0.04
observation5907,0,1,0,0,0,7.65,174.5,9.15,1.05,3.75,1.2,1.512,0.0345
observation5908,0,1,0,0,1,8.75,195.5,10.7,1.1,4.25,7.85,1.2695,0.0215
observation5909,0,0,0,0,0,8.25,161,9.4,1.15,4.35,6.8,1.6635,0.0375
observation5910,1,0,0,0,1,8.6,163,10.65,1.45,3,11.75,1.3785,0.019
observation5911,0,1,0,0,0,7.95,140,8.8,0.75,5.5,41.65,1.6485,0.0665
observation5912,1,1,0,0,1,7.85,156.5,9.05,1.65,5.55,17.1,1.8555,0.022
observation5913,0,1,0,0,1,8.45,150.5,9.4,0.5,3.95,5.65,1.4195,0.044
observation5914,1,0,0,0,1,8.85,146,11.9,1.85,5.7,6.05,6.184,0.128
observation5915,1,0,0,0,1,8.2,160,9.45,0.85,3.4,1.9,4.8615,0.3135
observation5916,1,0,0,0,0,8.25,225,10.25,2.5,4.8,11.7,3.062,0.0375
observation5917,1,1,0,0,0,7.7,139.5,9.1,0.75,4.75,38.3,1.9945,0.042
observation5918,1,1,0,0,0,8.9,172,8.3,2.5,5.65,16,1.9935,0.032
observation5919,1,0,1,1,0,8.05,178.5,8.15,0.75,3.5,5.4,1.368,0.048
observation5920,1,0,0,0,0,8,150,11.05,1.95,2.7,7.4,2.6215,0.059
observation5921,1,0,0,0,0,6.75,183,10.05,0.55,2.85,3.8,1.857,0.0325
observation5922,1,0,1,1,0,8,155.5,10.05,2.3,5.1,9,1.772,0.042
observation5923,0,0,1,1,0,8.05,146.5,10.6,0.65,2.95,2.4,1.775,0.0305
observation5924,1,0,1,1,1,8.05,133.5,9.3,1.05,4.25,6.4,1.8895,0.034
observation5925,0,0,0,0,0,8,157.5,9.4,0.45,3.95,5.2,1.5165,0.0355
observation5926,1,0,1,0,0,7.4,153,10.55,2.4,5.6,12,1.957,0.043
observation5927,0,0,0,0,0,7.95,187,9.3,1.35,4.7,6.55,1.2,0.072
observation5928,1,0,1,0,0,7.55,173,9.8,2.05,6.3,12.4,2.4485,0.072
observation5929,1,1,1,1,0,8,177,8.65,0.75,4.25,2.2,1.3795,0.048
observation5930,1,0,0,0,1,7.65,179,10.3,1.25,6.2,7.8,1.743,0.0505
observation5931,0,0,0,0,0,7.9,152.5,10.5,0.65,3.35,4.8,1.7325,0.0555
observation5932,0,0,0,0,0,9.1,168,8.8,2.5,5.75,8.4,1.923,0.0395
observation5933,0,0,0,0,0,8.25,175,8.35,0.8,3.4,3.4,1.39,0.0445
observation5934,1,1,1,0,0,8.2,144.5,11.3,2.25,3.15,7.2,2.4345,0.0575
observation5935,1,0,0,0,0,7.45,205.5,9.9,0.45,2.75,1.8,1.792,0.03
observation5936,1,0,1,1,0,7.9,151,10,2.6,5.25,9.2,1.768,0.047
observation5937,1,0,1,1,0,8.15,139,10.65,0.85,3.1,1.8,1.777,0.0315
observation5938,1,1,0,1,1,8.05,120.5,9.4,1.6,4.6,5.8,1.8515,0.0385
observation5939,1,1,0,0,1,8.1,149.5,9.5,0.4,4.05,2.8,1.5025,0.0385
observation5940,1,0,1,1,0,7.7,141.5,10.5,2.45,5.55,8.6,1.9335,0.056
observation5941,1,0,0,1,0,7.85,171,9.75,1.5,4.3,5.4,1.329,0.0715
observation5942,1,0,0,0,0,7.55,160,9.9,2,5.85,12.6,2.5235,0.109
observation5943,1,0,0,0,0,7.7,164.5,8.85,0.55,4.3,2.4,1.3945,0.053
observation5944,1,1,0,0,0,8.05,163.5,10.65,1.65,5.4,6.6,1.6715,0.0535
observation5945,1,0,0,0,0,7.9,173.5,9,0.7,4.1,4,1.453,0.054
observation5946,0,1,0,0,0,7.75,159,11.1,0.55,4.6,9,2.2225,0.0525
observation5947,0,0,0,0,1,7.35,126,10.3,0.55,4.15,5.4,1.8135,0.0705
observation5948,1,0,0,0,0,7.55,144.5,10.4,1.15,6.2,8,1.805,0.062
observation5949,1,0,0,0,1,7.9,147,10.7,0.75,3.95,3.6,1.736,0.0615
observation5950,1,1,0,1,1,7.75,161.5,10.4,0.9,6,11.6,1.768,0.0505
observation5951,1,1,0,0,1,7.45,121.5,7.45,1.35,5.35,23.6,1.808,0.113
observation5952,1,0,0,1,1,7.8,146.5,9.55,1.3,5.8,13.4,2.2055,0.0765
observation5953,1,1,0,0,1,7.5,165,8.8,0.55,4.5,5.8,1.5875,0.062
observation5954,1,1,1,1,0,7.3,92,11.45,1.2,2.8,7.2,1.246,0.0215
observation5955,1,0,0,0,1,7.45,106.5,10.55,1.4,2.5,2.7,0.7935,0.0205
observation5956,0,1,0,0,0,7.2,82.5,10.3,1.15,4.1,9.5,2.179,0.049
observation5957,1,1,0,0,0,7.15,78.5,9.75,1.1,2.9,3,1.0425,0.0315
observation5958,1,1,0,1,1,7.65,98,11.6,1.65,2.5,2.45,0.8155,0.0195
observation5959,0,0,0,0,0,7.1,103,9.1,1.6,3.1,2.85,0.89,0.0355
observation5960,0,1,0,0,1,7.7,110.5,10.45,1.25,2.9,2.8,0.9655,0.019
observation5961,0,1,0,0,0,7.55,105,10.95,1.2,3.8,3.15,0.955,0.02
observation5962,1,1,0,0,0,7.2,103.5,10.15,1.45,1.85,1.95,0.989,0.0135
observation5963,0,0,0,1,1,7.6,103.5,10.65,1.65,2.6,2.05,0.532,0.0135
observation5964,0,1,0,0,1,7.15,98,9.55,1.1,2.1,1.6,0.908,0.02
observation5965,0,0,1,0,1,7.2,98,9.7,1.25,1.85,3.35,1.007,0.0155
observation5966,1,1,1,1,1,7.65,137,11,2,2.4,14.1,0.639,0.0365
observation5967,1,1,1,1,1,7.35,85,8.4,0.5,2,14.6,1.4965,0.0635
observation5968,1,0,1,1,0,7.75,104.5,9.05,1.85,4.6,8.6,0.555,0.016
observation5969,0,1,0,0,0,7.55,102.5,8.25,1.35,2.6,5,0.615,0.022
observation5970,0,1,1,1,1,7.1,95.5,10.8,1.1,2.45,9.4,1.159,0.0145
observation5971,1,1,0,0,0,7.15,79.5,9.45,0.5,2.5,3.8,1.1915,0.028
observation5972,1,1,0,1,1,7.8,96,10.4,1.5,3.85,9.2,0.839,0.0465
observation5973,1,0,0,0,1,7.8,101.5,9.9,0.9,2.75,3.8,0.3915,0.0165
observation5974,1,1,1,0,1,7.9,97,11.15,0.55,3.7,2.2,1.207,0.0305
observation5975,0,0,0,0,1,7.95,95.5,9.65,0.4,2.5,3.2,0.6685,0.013
observation5976,0,1,0,0,1,8.05,99,9.45,1.9,3.95,6.4,1.051,0.026
observation5977,0,0,0,0,1,8,108,10.7,1.05,3.25,2.9,0.509,0.042
observation5978,1,0,1,0,0,7.85,100,9.8,0.8,4.25,14.6,1.455,0.055
observation5979,0,1,0,0,0,7.65,114.5,11.45,0.95,3.1,1.8,0.734,0.0355
observation5980,0,1,0,0,1,8.15,113.5,13.55,1.65,4.8,7,0.4875,0.03
observation5981,1,0,0,1,1,7.85,131.5,9.15,0.8,3.95,3.8,0.7795,0.0205
observation5982,0,1,0,0,1,7.15,129,9.9,1.3,4.15,6.4,0.976,0.0355
observation5983,0,1,0,0,1,7.45,98.5,9.5,1.2,3.3,6,0.724,0.055
observation5984,1,1,1,1,1,7.45,130.5,9.45,1.05,6,11.4,1.161,0.0335
observation5985,1,1,1,1,1,7.8,100.5,10.9,0.8,2.85,4.8,0.975,0.069
observation5986,0,0,0,0,1,7.7,133.5,9.6,1.7,4.35,10.4,0.9865,0.0375
observation5987,1,1,0,0,1,7.5,97,9.45,0.8,3.45,4,0.9255,0.05
observation5988,0,1,0,0,1,8.4,447.5,10.8,1.9,5.6,12.8,1.0345,0.05
observation5989,1,1,0,0,0,7.65,141.5,9.35,0.7,6,5.2,0.4385,0.0395
observation5990,1,1,0,0,0,7.2125,110.125,10.5625,0.9625,3.4,4.325,1.121875,0.02125
observation5991,0,1,0,0,1,7.514285714,75.14285714,9.242857143,1.242857143,3.614285714,2.671428571,0.911285714,0.020714286
observation5992,1,1,0,0,0,7.3375,80.875,10.375,0.725,2.8625,3.075,0.738375,0.01275
observation5993,1,1,0,0,0,6.928571429,86,7.928571429,1.128571429,3.371428571,4.742857143,0.734571429,0.032571429
observation5994,1,1,0,0,0,7.9,82.5,8.65,1,3.2,6.4,1.261,0.014
observation5995,1,0,1,0,1,7.9,105.5,8.85,0.65,3.05,3.4,1.0365,0.0175
observation5996,1,1,0,0,0,7.55,82.5,11.5,0.95,2.45,4.2,1.3605,0.0165
observation5997,1,0,0,0,0,7.05,132.5,9.6,0.35,2.4,1.6,1.206,0.02
observation5998,1,1,0,0,1,7.45,80,9.75,0.75,2.8,4.6,0.916,0.023
observation5999,1,1,0,0,1,8.2,92.5,10.95,0.6,2.5,1.2,1.3,0.0135
observation6000,1,1,0,0,1,7.9,76,9.3,0.65,3.2,5.4,1.1065,0.023
observation6001,1,1,0,0,1,7.9,84.5,8.55,0.3,3.8,1.2,1.077,0.0155
observation6002,1,0,0,0,0,7.7,86.5,10.55,1.05,3.6,4.8,1.1925,0.031
observation6003,1,0,0,0,0,8.05,102.5,10.3,1.6,3.15,1.6,0.989,0.057
observation6004,1,1,0,0,0,7.8,97,10.65,0.9,3.4,6,1.7915,0.064
observation6005,0,1,0,0,1,7.65,108.5,8.85,0.75,3.35,2,1.054,0.0195
observation6006,1,1,0,0,1,7.7,87.5,10.5,0.6,4.1,4.4,0.962,0.024
observation6007,0,1,0,0,1,7.9,99.5,10.65,0.55,3.55,2.2,1.2175,0.0375
observation6008,0,0,0,0,0,8.4125,87.125,8.25,1.125,3.4625,5.8,1.199375,0.015
observation6009,1,0,0,1,0,8.0125,102,9.475,0.475,2.825,2,1.099375,0.021125
observation6010,1,0,0,0,0,7.144444444,81.88888889,10.5,0.722222222,3.3,6.755555556,1.315666667,0.020888889
observation6011,1,0,0,0,0,7.2125,96.375,9.525,0.6,2.7,2.2,1.24225,0.018625
observation6012,1,1,1,1,0,7.5375,86.25,10.4,1.15,3.375,7.4,1.184625,0.02825
observation6013,0,1,0,0,1,8.111111111,89,10.75555556,0.388888889,2.866666667,1.688888889,1.110777778,0.026777778
observation6014,1,1,1,0,1,8.275,78.75,9.8125,0.525,3.3125,3.4,1.044,0.02075
observation6015,0,0,0,0,1,7.9875,82.625,10.4375,0.575,2.95,1.55,1.034625,0.0195
observation6016,0,0,0,0,0,7.8125,85.25,9.8375,0.8625,3.475,4.9,1.011375,0.023625
observation6017,0,0,0,0,0,8.1,101,10.4625,0.6625,3.15,2.45,0.714125,0.01725
observation6018,1,0,0,0,0,7.7125,93.375,9.9875,0.7125,3.025,3.55,1.15525,0.027125
observation6019,1,0,1,0,0,7.75,109.5,10.625,0.5875,3.6,2.5,1.172375,0.035875
observation6020,1,0,1,0,0,7.8375,102.75,10.15,0.7125,3.2125,3.4,0.89125,0.0235
observation6021,1,1,0,1,0,7.8,123.5,9,0.3375,3.3375,2.75,0.833375,0.028625
observation6022,1,1,0,0,1,7.4625,105.375,11.275,0.65,3.5125,4.8,1.5105,0.0385
observation6023,1,0,0,0,0,7.575,91.5,9.5375,0.5,3.5625,2.25,1.177375,0.042125
observation6024,0,0,0,0,1,7.888888889,92.11111111,9.855555556,0.533333333,4.033333333,4.444444444,0.996,0.031111111
observation6025,0,1,0,0,0,7.4625,83.375,9.6,0.4625,3.3875,5.6,1.191625,0.039625
observation6026,1,0,1,1,0,7.7375,134.5,9.4125,0.55,3.5375,5,1.036125,0.028
observation6027,1,0,0,0,0,7.775,89.625,9.9,0.6375,3.475,2.25,1.037,0.02175
observation6028,0,1,0,0,0,7.6,91.25,9.2625,0.7875,3.925,5.15,1.048375,0.0375
observation6029,0,1,0,0,0,7.475,128.625,8.6375,0.5625,3.15,1.9,0.848875,0.029625
observation6030,1,0,0,0,0,8.775,130.125,8.25,2.25,4.4875,10.1,1.74675,0.031375
observation6031,1,0,1,0,0,8.525,149.625,9.9625,0.725,3.5,4.05,1.39125,0.03825
observation6032,1,0,0,0,0,8.055555556,144.6666667,11.02222222,2.633333333,4.588888889,13.73333333,1.710666667,0.043666667
observation6033,1,0,1,0,1,7.45,134.875,9.8625,0.75,3.1125,4.2,1.71525,0.0275
observation6034,1,0,0,1,1,8.175,114.5,10.625,1.9875,4.3,9.2,1.470625,0.035625
observation6035,1,1,0,1,1,8.088888889,121.3333333,10.12222222,0.455555556,3.077777778,3.288888889,1.513777778,0.040333333
observation6036,0,1,0,0,0,8.2125,110.875,10.05,0.9,4.375,5.35,1.49225,0.02925
observation6037,0,0,0,0,0,8,134.25,10.275,0.675,3.25,1.95,1.50875,0.035125
observation6038,0,1,0,0,0,7.75,120.25,9.4625,1.3125,4.2625,7.15,1.565,0.045375
observation6039,0,0,0,1,1,7.8625,132.875,9.5125,0.7625,3.875,3.15,1.070375,0.049125
observation6040,0,0,0,0,0,7.65,121.875,10.35,1.075,4.5125,6.85,1.774875,0.05625
observation6041,1,1,0,0,0,7.8375,131.625,10.8875,0.7375,4.5125,4.25,1.5315,0.0675
observation6042,1,1,0,0,0,7.925,140.75,10.7875,1.1375,4.375,8.45,1.26825,0.043875
observation6043,1,1,0,0,0,8.1375,177.25,9.45,0.425,4.375,6.4,1.3415,0.0555
observation6044,1,1,1,1,1,7.4625,147,11.875,0.8125,4.95,9.85,2.2235,0.055
observation6045,0,1,0,0,0,7.45,128.5,10,0.475,4.0625,3.75,1.750875,0.058875
observation6046,0,0,0,0,1,7.933333333,143,10.13333333,0.777777778,5.388888889,6.444444444,1.409444444,0.048
observation6047,0,0,0,0,1,7.5125,117.875,9.8625,0.55,4.0375,5.35,1.680125,0.064875
observation6048,1,0,0,1,0,7.9625,137.25,9.5375,0.825,4.8125,6.6,1.35475,0.0395
observation6049,1,0,0,0,1,7.875,132.375,10.2375,0.85,3.8875,6.85,1.602375,0.038875
observation6050,0,1,0,0,1,7.6625,135.375,9.6625,1.4625,5.575,13.15,1.654,0.071625
observation6051,1,0,0,0,1,7.7125,168,9.0875,0.5125,3.8125,10.55,1.406375,0.0655
observation6052,0,1,0,0,0,8.575,771.625,8.35,2.15,3.9875,10,1.73875,0.023625
observation6053,0,0,0,0,0,7.7,1709,8.55,0.6125,3.3875,5.05,1.5125,0.037875
observation6054,0,0,0,0,0,7.822222222,1216.555556,10.18888889,1.344444444,4.177777778,9.644444444,1.651,0.028222222
observation6055,1,1,0,0,0,7.3875,788.625,9.3625,0.775,3,5.25,1.67,0.025125
observation6056,0,0,0,0,0,7.75,990.375,10.025,1.4375,3.725,5.65,1.5555,0.028125
observation6057,0,0,0,0,0,7.688888889,1050.777778,9.333333333,0.377777778,3.033333333,4.755555556,1.603666667,0.036111111
observation6058,0,1,0,0,0,7.725,1375.125,9.2875,0.5375,3.4375,3.55,1.65725,0.02225
observation6059,1,1,0,0,0,7.8125,1157.375,9.55,0.825,3.25,3.65,1.554625,0.031875
observation6060,1,0,0,0,0,7.7375,475.125,9.325,1.0625,3.475,4.55,1.4335,0.02825
observation6061,0,0,0,0,0,7.3,4489.375,8.425,0.8625,3.6625,7.45,1.09625,0.045875
observation6062,0,0,0,0,0,7.5375,243.5,9.55,0.7375,3.6375,5.6,1.66275,0.044
observation6063,0,0,0,0,0,7.5625,665.25,10.3625,0.95,4.2625,5.45,1.522125,0.06225
observation6064,0,0,0,0,0,7.4625,5881.25,10.0375,0.9375,4.05,11.6,1.247375,0.03175
observation6065,0,0,0,0,0,7.6,4251.5,8.45,0.65,3.8375,11.15,1.5145,0.056125
observation6066,0,1,0,0,0,7.3875,385.375,11.3625,0.5625,3.9625,7.15,1.91625,0.045125
observation6067,0,1,0,0,0,7.3625,1922.875,9.6,0.4875,4.1,4.85,1.65875,0.054875
observation6068,1,0,0,0,0,7.677777778,2649.222222,9.944444444,0.744444444,4.422222222,6.355555556,1.249444444,0.045555556
observation6069,0,0,0,0,0,7.35,543,9.375,0.5,3.4875,6.7,1.662875,0.062
observation6070,0,0,0,0,0,7.7,1037.625,9.2,0.725,4.125,6.9,1.216,0.031875
observation6071,0,0,0,0,0,7.8875,896.625,10.275,1.0375,4.1375,10.95,1.407875,0.0365
observation6072,0,0,0,0,0,7.4125,1369,9.0625,0.8875,4.125,6.15,1.3745,0.043875
observation6073,0,0,0,0,0,7.6,458.125,8.525,0.5125,3.1375,5.55,1.274625,0.053625
observation6074,1,0,0,1,0,7.6,34.5,10.55,0.65,1.25,1.2,0.861,0.022
observation6075,1,0,1,0,0,8.15,39.5,9.1,0.9,1.2,0.85,0.5515,0.031
observation6076,1,1,0,0,0,7.85,37,10.65,0.7,0.9,1,1.1445,0.0135
observation6077,1,0,0,0,1,7.75,30,10.8,0.35,1.1,1,0.6185,0.032
observation6078,1,0,1,1,0,7.9,42.5,11.45,0.55,1.5,0.8,0.8155,0.013
observation6079,1,1,0,1,0,6.7,40.5,9.5,0.55,2.3,0.7,1.005,0.0485
observation6080,1,0,1,0,0,7.55,36.5,10.5,0.9,1.5,0.55,0.82,0.02
observation6081,1,1,0,0,0,7.4,35,9.35,0.35,1.4,0.55,0.64,0.038
observation6082,1,0,1,1,0,8.15,33,10.25,0.45,1,0.7,0.816,0.03
observation6083,1,1,0,0,0,7.75,39,9.6,0.6,1.7,0.5,0.551,0.0105
observation6084,0,0,0,0,0,7.6,28.5,11.1,0.5,1,1,0.5535,0.008
observation6085,0,0,1,0,0,7.7,38.5,10.6,0.35,1.5,0.55,0.7415,0.0085
observation6086,1,0,0,1,1,7.45,44,10.25,0.3,1.3,1.35,0.6005,0.027
observation6087,1,0,1,0,0,7.8,29.5,8.7,0.3,1.75,1.55,0.3905,0.0145
observation6088,1,0,0,0,0,7.2,66.5,10.5,0.65,2.15,3.8,1.461,0.0415
observation6089,1,1,1,1,1,7.85,69.5,9.2,1,1.3,3,1.1485,0.0335
observation6090,1,0,0,0,1,7.75,64,10.55,0.95,1.5,2,1.797,0.7245
observation6091,0,1,0,0,1,7.55,53,10.2,0.55,1.7,3.9,1.422,0.0155
observation6092,1,1,0,0,1,7.85,71,11.7,1,2.65,2,1.469,0.0195
observation6093,1,1,0,0,1,6.8,77.5,8.85,0.75,2.6,2.25,1.2585,0.025
observation6094,1,1,1,1,0,7.45,76,10.35,1.75,2.5,2.9,1.4465,0.0185
observation6095,0,1,0,0,1,7.5,62,9.55,0.6,2.3,1.8,1.051,0.0295
observation6096,0,0,0,0,1,7.8,52.5,10.2,0.8,1.75,5.4,1.3065,0.0495
observation6097,0,1,1,0,1,7.75,63,9.5,0.7,2.05,1.3,1.2755,0.016
observation6098,0,1,0,1,1,7.8,46.5,11.1,0.9,1.6,3.15,1.0735,0.0245
observation6099,0,0,0,0,0,7.85,82,10.4,0.55,1.95,0.75,1.5085,0.013
observation6100,0,0,0,0,0,7.4,70.5,9.9,0.6,2.3,2.45,0.9715,0.0225
observation6101,1,0,0,0,1,7.2,73.5,8.15,0.4,1.9,2.65,1.5635,0.021
observation6102,1,1,0,1,0,7.05,71.5,10.15,0.85,2.55,5,1.6255,0.028
observation6103,1,0,1,0,0,7.95,75.5,8.8,1.1,1.45,3.2,1.3085,0.051
observation6104,1,1,1,1,0,7.7,72.5,9.8,1.15,1.55,2.6,2.016,0.059
observation6105,1,0,0,0,0,7.5,57,9.95,0.7,1.75,3,1.53,0.0125
observation6106,1,1,0,1,0,7.65,73,9.95,0.85,2.4,2.1,1.3385,0.0205
observation6107,1,1,1,1,1,7.05,85,8.15,0.85,2.65,2.85,1.3105,0.021
observation6108,0,1,0,0,1,7.8,80.5,10.3,1.8,3.2,2.2,1.3705,0.017
